Translation,Target
"The women who participated in the study gave birth without any complications, the research article said. It is not yet known whether the small particles of plastic found in their wombs have any effect on the newborn or the mother's body. But experts warn that getting plastic in a mother's womb could mean a big concern.",0
"The study was conducted by a team of researchers from Rome's Fatebenefratelli Hospital and Italy's Polytechnica del Marche University. Fatebenefratelli Hospital mainly provides women and maternity health services. The researchers said that the presence of plastic in the body is a natural reaction of the immune system. But no such reaction was seen in the body of those mothers or their children.
",0
"All the plastic particles found in the womb are colored. Such materials are used as dyes in various products including dyes, adhesives, plasters, nail polishes, polymers and cosmetics.",0
"The womb of the mother is very important for the growth of the fetus. It also acts as a means of communicating with the fetus to the outside world. The presence of potentially harmful (plastic) particles outside in such a place is a matter of great concern.
",0
"The locally transmitted disease is now becoming a secondary infection in most cases, that is, patients in our country are now being infected with dengue not for the first time, but for the second to fourth time. The complexity is increasing more than before. To put it in context, a Person can contract dengue four times in his lifetime.",0
"Aedes aegypti is a mosquito-borne disease transmitted by the bite of a female mosquito. Preventing the spread of mosquitoes is necessary to prevent infection. Repellent creams, mosquito coils, DDT should be used. Long sleeved clothes and long pants should be worn. Better to use nets on doors and windows.
",0
"The use of regular or medicated mosquito nets can prevent transmission from one dengue patient to other members of the same family. From the 4th to the 12th day of infection, the patient can spread to others by infecting nearby mosquitoes.
",0
"From two days before the onset of dengue symptoms to two days after the symptoms are over, the disease is spread from the patient to the mosquito. The risk is higher when the patient has high levels of the virus in the blood and the patient has a high fever. The patient must use mosquito net during this time.
",0
"If the patient does not use mosquito nets, the mosquitoes that bite him become infected within a week and continue to spread the disease by biting other people. So if someone has a fever at home, at this time, you must keep him inside the mosquito net day and night for the protection of others in the house. Even if admitted to the hospital, the same system.",0
"Children must be kept in mosquito nets even during daytime sleep. Many people think that Aedes don't bite at night, so you don't need mosquito nets. But early morning when we are sleeping, is the perfect time for Aedes mosquito bites. So there is no alternative to this low-cost mosquito repellent to avoid Aedes.
",0
COPD or Chronic Obstructive Pulmonary Disease is an inflammatory disease of the lungs. It obstructs breathing. It is a long-term disease and gradually deteriorates. 12.5 percent of adults in Bangladesh are affected by this disease. The prevalence of this disease is higher in men than in women. The risk is also higher in the elderly,0
"Factors that increase the risk of COPD
Smoking, use of coal and other biofuels, air pollution, low birth weight, recurrent lung infections, prolonged work in silica and asbestos factories, asthma.",0
"COPD patients have various symptoms like cough, phlegm, shortness of breath, whistling sound in the chest, weight loss. This disease is never completely cured, rather the patient continues to suffer for a long time. So it is important to keep the disease under control. In addition to bronchodilators, anti-inflammatory drugs, antibiotics, and surgery, current stem cell therapies are showing good results.
",0
"A COPD patient has to go through a long-term rehabilitation process. Practicing regular breathing exercises is essential for this patient. Smoking cessation is a must. It is necessary to try to get used to living a working life. Patients with COPD should receive regular influenza and pneumonia vaccinations.
",0
"Efforts should be made to prevent COPD at all levels—Personal, family, and societal. Smoking not only harms the smoker, but also the people around are affected by this smoke.
",0
"Air pollution affects everyone. Exposure to car fumes, fumes from biofuel stoves can cause COPD in anyone. Total awareness is needed to prevent air pollution. It is advisable to check the car parts regularly and repair them if necessary.
",0
"November is Lung Cancer Awareness Month. Lung cancer is the number one cause of cancer death in men worldwide. Eighty percent of lung cancers are detected late—stage III or IV, when cure is nearly impossible.
",0
"Because the symptoms of lung cancer are similar to those of many other diseases, it is not given much importance at first. Another major problem is that lung cancer is often misdiagnosed as tuberculosis. However, symptoms and tests can differentiate between tuberculosis and cancer.
",0
"Tuberculosis vs Lung Cancer

Tuberculosis can occur at any age, cancer usually occurs in older age.

Smoking history may or may not be present in tuberculosis, 80-85% of cancer cases have smoking history.",0
"In tuberculosis the patient has evening fever, which is not seen in cancer.

In tuberculosis the patient loses weight slowly, in cancer quite quickly.",0
"যক্ষ্মায় সাধারণত বুকে ব্যথা হয় না, ক্যানসারে তীব্র ব্যথা হতে পারে।

যক্ষ্মায় প্রথম দিকেই কাশির সঙ্গে রক্ত যেতে পারে, ক্যানসারে এ লক্ষণ বেশ দেরিতে আসে।",0
"test
By looking at the chest X-ray, the doctor gets the idea of ​​tuberculosis or cancer in most cases. However, if in doubt, cancer can be detected through CT scan and bronchoscopy.

Since tuberculosis is a bacterial disease, its germs can be detected in cough. FNAC or core biopsy may be needed to confirm cancer.

Cancer can be confirmed by looking at the type of fluid accumulation in the chest and the presence of cancer cells in it.",0
"Causes of lung cancer

Smoking is the main cause of lung cancer. Those who smoke more than 20 cigarettes a day are 20 times more likely to be infected. Non-smokers around a smoker (passive smoker) can also get cancer.

Other causes include uncontrolled exposure to substances like chromium, cadmium, arsenic, asbestos, radon and air pollution.",0
"There is a risk of developing cancer in the same area of ​​the lung after treatment.

Inhalation of wood stove fumes and cooking oil vapors is one of the causes of lung cancer.",0
"Smoking should be quit. Using a mask can save you a lot from air pollution. Factory workers will adhere to protective measures. Measures should also be taken to prevent cooking fumes.

If persistent cough or weight loss for more than two weeks, shortness of breath, chest pain, blood-tinged cough are seen, it is necessary to undergo necessary tests.",0
"Medicines should be started after identifying the TB germs. Tuberculosis should not be diagnosed with water in the chest. Tests should be done to rule out the suspicion of cancer. Even after the tuberculosis is cured, regular follow-up should be done by the doctor.
",0
"A survey by the National Institute of Population Research and Training (NIPORT) found that the number of people suffering from diabetes in the country is 10 million. Among them 18-34 years old number is 2.6 lakh, others are above 35 years old.
",0
"Diabetes is one of the five main causes of death of women during pregnancy and childbirth in Bangladesh.
",0
"Diabetes is a non-communicable disease. Once it lasts a lifetime, it doesn't get better. But diabetes that occurs during pregnancy is called gestational diabetes. This diabetes gets better after childbirth. However, if the patient is unconscious and does not obey the rules, there is a risk of recurrence. So there is no substitute for awareness.
",0
"If diabetes is detected during regular checkups during pregnancy, then—
Must consult a doctor.

Insulin injections should be taken as advised by the doctor.",0
"If diabetes is found on checkup, in case of—

Of course, the diet should be followed according to the dietitian's advice.

Childbirth or delivery must be learned.",0
"Misconceptions about diabetes to avoid

It can't be eaten, it will cause problems for the child - such misinformation cannot be heeded.

Can't go without food for a long time.",0
"Misconceptions about diabetes to avoid

Do not eat more at once.

Protein, calcium, vitamins, minerals and water should be taken according to nutritionist's advice.

Daily meals should be divided into 5-6 meals.",0
"Postnatal awareness

It is important to have a checkup as per the doctor's advice.

The child should be exclusively breastfed up to six months. Not even a drop of water is needed at this time.",0
"Postnatal awareness

Immediately after the birth of the child, the mother's yellow sticky milk (Colostrum or Shalduh) must be fed to the baby. It is known as the first vaccine for children.",0
"97 percent of diabetes patients in Bangladesh are type-2. This type of diabetes is preventable. This disease can be delayed a lot by taking steps. There is no need for any big arrangement for this. Here are some simple tips to control blood sugar. If you follow them regularly, you can keep sugar under control.
",0
"Here are some simple tips to control blood sugar.
If you follow them regularly, you can keep sugar under control.


How much is being eaten is also important. Prepared food can be eaten in small quantities without eating too much. The doctor said to eat bread instead of rice. Now eating six heavy loaves of bread didn't work anymore. Rather the opposite will happen.
",0
"Here are some simple tips to control blood sugar.
If you follow them regularly, you can keep sugar under control.


The tendency to eat whole grains with fiber should be increased. It is better to eat red flour bread or brown rice instead of flour bread and milled rice. Round potatoes should be eaten as little as possible. Potatoes should be eaten as a substitute for rice or bread etc., not as a substitute for vegetables or greens.",0
"Here are some simple tips to control blood sugar.
If you follow them regularly, you can keep sugar under control.


Avoid excess salt and fatty foods. Eat some vegetables and fruits every day.

 Avoid fast food, soft drinks. Drink enough pure arsenic free water every day.",0
"Here are some simple tips to control blood sugar.
If you follow them regularly, you can keep sugar under control.


Unwholesome food served during various rituals is forbidden.

Keep the body active regularly. Walking can be a good example.",0
"Here are some simple tips to control blood sugar.
If you follow them regularly, you can keep sugar under control.


Do not sit for long periods of time. Stand up between computer use and work. Take a walk and cut back on the game. Don't eat chips while watching TV. If you are very hungry, eat cucumber.

Avoid smoking.",0
"Here are some simple tips to control blood sugar.
If you follow them regularly, you can keep sugar under control.


Blood glucose, lipids, blood pressure and weight must be kept on target. Get regular diabetes checkups. Patients with diabetes should see a diabetes specialist (endocrinologist). Follow specific and scientifically sound advice (that applies just to you) on medication, exercise, diet and overall lifestyle.",0
"In 2012, the International Diabetes Federation (IDF) declared diabetes a global epidemic. The number of diabetes patients is increasing rapidly in most countries of the world, although some developed countries have managed to curb this growth rate.
",0
"After African countries, South East Asian countries have the highest rate of diabetes patients. Most diabetes patients live in these countries. The picture of Bangladesh is not at all pleasant; According to the 2021 IDF survey, Bangladesh has the highest prevalence of diabetes in the region after Pakistan.
",0
"While walking or wearing shoes, he noticed that his feet felt heavy. Legs are swollen. Shoes or socks feel tighter than before. In such a situation, there is reason to worry. Swelling due to the accumulation of water somewhere in the body is called edema. Such water can accumulate in many parts of the body, but due to gravity, water tends to fall more towards the lower part of the body. The first thing to note is whether two legs are swollen, or one leg.
",0
"The third trimester of pregnancy means that edema or swelling of the legs during the last three months is very normal.

If the one-way valves in your leg veins are weak or damaged, blood can pool in the leg veins and cause swelling. It is usually more visible after prolonged standing. It is more common in obese people.",0
"In some cases, leg swelling or edema is a sign of a serious underlying disease. Such as heart failure, kidney failure, liver failure, thyroid hormone deficiency, malnutrition. Each of them will have its own adjuncts. Such as shortness of breath, swelling of the mouth, swelling of the stomach, jaundice, less or no urination, change in the tone of the throat, etc.
",0
"The veins that return blood from the lower part of the body, if for some reason blood clots in these veins, it is called 'deep vein thrombosis' (DVT). Blood is coming to the leg through the arteries but not returning, so the leg swells.
",0
"Blood clots can travel to the heart or lungs and cause serious problems. One of the main symptoms of DVT is swelling and stiffness in one leg with sudden pain. The risk increases if a patient is bedridden for a long time, suffers from cancer, has a leg injury, travels long distances by plane, train or bus.
",0
"Swelling of the legs can be caused by cellulitis (skin infection) caused by a block in lymph nodes (lymph edema), inflammation, or bacterial infection. Sometimes osteoporotic knee pain is also responsible for leg swelling.
",0
"Sudden leg swelling can be temporary or a sign of a serious underlying disease. Therefore, it is imperative to know the exact cause through the necessary tests in consultation with the doctor.
",0
"By following some rules, leg swelling can be reduced temporarily.

1. Eating less salt and salty foods.

2. Exercise regularly.

3. Elevate your feet with a pillow under your feet while sleeping.",0
"Pneumonia is an infectious disease. It can be caused by a variety of bacteria, viruses and fungi that infect the lungs or respiratory system. The disease is airborne and spreads through sneezing and coughing.
",0
"Pneumonia can occur in children of all ages, but the risk is higher in newborns and five-year-olds. According to the 'Journal of Global Health', pneumonia is the leading cause of death in children under the age of five in Bangladesh. Pneumonia is the single leading cause of bacterial death for people of all ages, not just in children, but worldwide.
",0
"Moderate to severe fever, cough and shortness of breath are the main symptoms of pneumonia. If breathing is difficult, the breathing rate increases, the chest may give out and even the child may turn blue. In addition, children usually do not want to eat.
",0
"Pneumonia usually requires antibiotics, paracetamol-like syrup for fever, and hospitalization of very sick children for oxygen. If proper treatment is given on time, the child gets better in 5 to 7 days.
",0
"Infants who have not been breastfed, are exposed to many people in the same room, have an open and poorly ventilated room environment, and have other illnesses (eg measles, malnutrition) are at risk of pneumonia. Such patients may also take longer to recover.
",0
"Ways to protect, prevent and cure pneumonia


1. Exclusive breastfeeding for the full six months of life, followed by complementary foods with balanced nutrition after six months, will build the baby's immunity, which will protect against pneumonia.

2. Pneumonia should be vaccinated.",0
"Ways to protect, prevent and cure pneumonia


 Washing hands with soap, keeping the house dusty and pollution free will play an effective role in preventing pneumonia.

 The people should be informed about the symptoms and danger signs of pneumonia, so that the child with pneumonia can be quickly taken to the health center to get rid of the danger through proper treatment.",0
"Various types of problems occur in these joints due to various reasons.

A known problem is frozen shoulder. This results in inflammation of the shoulder muscles and tendons causing pain and difficulty in moving the shoulder joints.

A problem called Achilles tendinitis or plantar fasciitis is inflammation of the muscles and tendons in the ankle and foot. It causes ankle pain.",0
"Various types of problems occur in these joints due to various reasons.

When the muscles and tissues of the finger and palm contract, the finger suddenly becomes bent and cannot be straightened. This is called trigger finger.

The skin on the hands and fingers may become waxy. A complex problem occurs in the joints of the feet, called Charcot joints.",0
"What to do to avoid joint pain:

It is not good to sit in the same position continuously. Walk for at least five minutes with an hour break. Do not go up and down the stairs and use the elevator if necessary.

Smoking and drinking should be avoided.",0
"What to do to avoid joint pain:

Women should not take long-term birth control pills. Women should not wear high heels during pregnancy. Do not stand for a long time after delivery.

Exercises can be done at home as per the advice of the physiotherapist. Considering the condition, the doctor can give painkillers and intra-articular injections etc. if necessary.",0
"Stomach cancer rates are on the rise. Its symptoms are not apparent at first or the manifestation is more like a gastric or general problem. It delays detection. Awareness is needed in this regard.
",0
"Stomach digests food. It then travels to other parts of the digestive system, such as the small intestine and large intestine. Tumors form when healthy cells in the lining or walls of the stomach change their properties and become cancerous. This process usually happens gradually.
",0
"Stomach cancer develops over many years. Usually people over sixty are seen to be affected by this type of cancer. Men are more affected by stomach cancer than women. If not treated early, it can spread to nearby organs through the stomach or bloodstream. Especially spreads in the liver and inside the stomach.
",0
"There are several types of stomach cancer. Adenocarcinoma, lymphoma, carcinoid tumor. Some of the causes of stomach cancer include Helicobacter pylori infection, tumors in other parts of the digestive system, stomach polyps, inherited genetic syndromes such as Lynch syndrome and Li-Fromeni syndrome. In addition, tobacco or smoking, being overweight, consuming too much alcohol, eating too much salt in food and not eating fruits and vegetables.
",0
"Symptoms of Stomach Cancer

The primary symptoms are prolonged indigestion and stomach discomfort. Feeling of bloating after eating. Mild nausea, loss of appetite, heartburn.

Serious symptoms are bloody stools and hemoptysis. Weight loss for no reason. Stomach ache Yellowing of eyes and skin. Difficulty swallowing food.",0
"Treatment of stomach cancer

Depending on the condition, surgery, radiotherapy, chemotherapy are given. Depending on the growth and size of the tumor, part or all of the stomach may need to be surgically removed in some cases. Chemotherapy and radiation are usually continued alongside surgery.",0
"Prevention of stomach cancer

Stomach cancer risk can be reduced by making some lifestyle changes. You should exercise daily to keep yourself fit.

Include more fruits and vegetables in your daily diet.

Do not eat excessive salted food and fried foods.",0
"Prevention of stomach cancer

Avoiding smoking and alcohol.

Do not take medicine without doctor's advice.",0
"Prevention of stomach cancer

Eating food properly cooked and stored.

You should consult a doctor instead of taking gastric medicine on your own.",0
"Many people suffer from eyelid drooping problem. After some time the problem gets better automatically. For some, it can last for a few days. Even months may pass. Usually only one eyelid is seen to droop. Either the upper eyelid or the lower eyelid can suddenly jump. There is nothing to worry about if there are no other symptoms along with eyelid drooping. But the feeling is quite uncomfortable.
",0
"Eyelids also jump due to excess pressure or fatigue. This can also be due to taking too much tea-coffee or alcohol.
",0
"Eyelid twitching after prolonged exposure to bright light, when something falls or gets stuck in the eye or in the inner part of the eyelid.
",0
"Air pollutants, drafts or smoking can also cause droopy eyelids.
",0
"As a symptom of inflammation of different parts of the eye or drying of the natural tears of the eyes, some people can see the eyelids jumping. This is also the side effect of some medicines.
",0
"What to do if the eyelids jump?
don't be afraid Think about it, are you stressed? Try to reduce stress. Take a break from work if possible.",0
"What to do if the eyelids jump?
Take a long nap. Reduce the amount of tea and coffee.",0
"What to do if the eyelids jump?
Avoid alcohol and smoking. You can use sunglasses when going outside, so that air flow or air pollutants do not come in direct contact with the eyes.",0
"When to go to the doctor?
When the entire eye is closed while the eyelids are fluttering.

If the eyelids are difficult to open or close by themselves",0
"When to go to the doctor?
At the same time the face or any other part of the body jumps like this.

If the eyes are red.",0
"When to go to the doctor?
If the eyes are swollen.

If something watery is released from the eyes.

If the eyelid twitching problem does not go away within two to one week.",0
"If you have diabetes, you should not eat everything. However, you have to be careful and disciplined in choosing food. To avoid repetition and boredom, you should also try to have variety instead of eating the same food every day. Like any other normal Person, a diabetic patient will consume all the food components i.e. sugars, meats, fats, minerals, vitamins etc.
",0
"The first thing to do when diagnosed with diabetes is to avoid all foods containing white sugar. Sugars are also present in other foods, so there is no harm in cutting sugar outright. Sugary foods are rice, bread, noodles etc. These should be consumed in limited quantities and it is better to eat red rice and flour instead of white rice and flour or flour. It has low glycemic index or GI.
",0
"The GI is a measure of the rate of absorption of carbohydrates in food. Its index is 1 to 100. Foods with a high GI are quickly absorbed into the bloodstream and raise blood sugar levels quickly. On the other hand, foods with a low GI do not raise the blood sugar as quickly as they are absorbed slowly.
",0
"If the index is below 55, it is called a low GI food. Such as all types of vegetables, pulses, thin milk, mushrooms, nuts, watery vegetables etc.
",0
"Medium GI (55-70) foods are red rice and flour, corn, oats, sweet potatoes, brown noodles or pasta.
",0
"Foods with high GI (above 70) are flour bread or parota, atap rice, polao, dates, watermelon, kachur mukhi etc.
",0
"Keep GI in mind while choosing food. Choose a low GI food at every meal. Avoid high GI foods as much as possible.
",0
"If you have diabetes, harmful fats accumulate in the blood and liver. Fatty liver and increased risk of heart disease. So be careful in consuming fatty foods. Saturated fats like ghee, butter, fat attached to meat are harmful.
",0
"Unsaturated fats such as omega-3, marine fish oil, nuts are beneficial. When choosing meat, choose foods that are low in fat such as fish, pulses, eggs, milk and dairy products. Reduce the amount of cooking oil.
",0
"Eat fresh fruit every day, but in moderation.

You can eat a lot of sour fruits. But don't eat too much at one time, divide the food into 5 or 6 portions throughout the day",0
"Keep a gap of three-four hours between two meals. Don't eat erratically.

 You can eat sour yogurt, fruit instead of sweet food as dessert.

Avoid tobacco, rust, alcohol.",0
"Diabetes in children is a rare disease. It is a disease of adults. But times have changed, lifestyles have changed. Along with this, children's diabetes is increasing. It is not only in the developed world, the rate of children suffering from this disease is increasing in all countries including Bangladesh.
",0
"Symptoms of type-1 diabetes in children appear at a relatively young age. Affected children become dehydrated, urinate frequently, and become ill quickly—even passing out due to hyperglycemia and ketosis.
",0
"Type-2 diabetes occurs in slightly older children or adolescents. Those who are overweight, have excessive body fat, do not do physical work, are more likely to develop this disease. However, in both cases, certain genetic characteristics play an important role in the development of the disease. Apart from this, various hormonal imbalances or certain medications can also cause diabetes.
",0
"
How to understand your child's type-2 diabetes?
Child urinates excessively, starts wetting the bed again. Thirst and hunger increase. No weight gain or rapid weight loss despite eating enough food. Body feels weak, lacks interest in daily activities, may suffer from frequent infections. Complications include shortness of breath, vomiting, abdominal pain, convulsions and dehydration—even fainting—called diabetic ketoacidosis. If not treated quickly, the risk of death increases.",0
"Fatty, obese children, dark spots on the skin of the neck, teenagers with polycystic ovary syndrome may have type-2 diabetes.
",0
"If in doubt, consult a doctor immediately. Treatment of type-1 diabetes is mainly by regular insulin injections into the body.
",0
"Type-2 diabetes is treated with oral medications in addition to insulin for those over 10 years of age. In both cases, medication as well as adherence to diet and age-appropriate physical activity are essential.
",0
"Type-1 diabetes cannot be prevented. However, it is possible to prevent type-2 diabetes to a large extent by keeping weight under control by adopting proper eating habits, daily physical activity and controlled lifestyle.
",0
"If the child is obese, with other risk factors including a family history, the child without symptoms should have regular blood sugar tests.
",0
"The prevalence of seasonal viral fever in our country is slightly higher due to seasonal variations. Especially those with low immunity, such as children and the elderly, are more susceptible to viral fever. Viral fever in children usually causes runny nose, sore throat, head and body pain, sometimes diarrhea and vomiting.
",0
"Various types of viruses can cause fever at this time. Such as coronavirus, dengue virus, rhinovirus, influenza virus, respiratory syncytial virus etc. However, not all viral fever symptoms are the same. The symptoms of dengue virus fever are particularly distinct.
",0
"Dengue fever usually has a temperature of 101 to 105 degrees. Violent headache with fever, especially in the back of the head and in the orbits of the eyes, also in the bones of the spine. Vomiting or nausea occurs.

Fever may persist, and fever may recur after fever is relieved by sweating.",0
"Fever may suddenly leave after four days. 48 to 96 hours after the fever is released is the critical period for the baby. During this fever-free period, the body may develop a red rash and the rash is very itchy, which usually does not respond to antihistamines. But this itching does not last more than three days.
",0
"A dengue patient's blood pressure may suddenly drop to critical levels after fever subsides. Then critical care support (CCU) is needed.
",0
"Now that it is dengue season, fever should not be neglected. Dengue virus NS1 antigen test should be done within the first three days of fever.
",0
"If it's a common cold or fever, the fever lasts more than three days and continues to increase in severity, with severe coughing and chest tightness, breathing rate is higher than normal (respiratory rate of 60 or more per minute in infants under 2 months, 2 months 50 or more for children under 1 year and 40 or more from 1 year to 5 years) should be admitted to hospital.
",0
"rest for colds; Medicines like paracetamol, antihistamine should be taken as advised by doctors.
",0
"The sick kids body should be washed with warm water and plenty of liquid nutritious food should be given, breast milk should also be given. For cough, give turmeric hot lemon syrup. If the child grows up, give lemon tea with honey.
",0
"There are few people who have not suffered from neck, back or waist pain. Pain in these parts of the spine can occur without any injury. It is therefore important to diagnose the exact cause of back pain. Otherwise, as the patient's suffering increases, so does the cost of treatment. Therefore, caution and treatment are essential from the beginning.
",0
"The neck consists of the first 7 bones or vertebrae from the skull, the back with the next 12 bones and the waist with 5 bones below that. Spinal pain can be caused due to various reasons. Accurate diagnosis and treatment are often hampered by differences in the site of pain origin and symptom presentation.
",0
"If the nerve or spinal cord coming out of the bones of the spine or some part of the disc between the two bones comes out and causes pressure, it causes pain in the nerve root and the wandering part of the nerve. This type of pain is medically called prolapsed disc (PLID), herniated disc or spinal stenosis. Complications of disc prolapse depend on the degree of disc displacement.
",0
"If the upper part of the spine is affected, pain in the neck while standing or sitting, pain from the neck radiating to the hands, initial pain in the shoulders and hands, tingling in various parts of the hands, loss of consciousness, progressive numbness, gradual weakness of the hands and loss of function of the hands. There is a problem like power.
",0
"Back symptoms include back pain while sitting and standing and pain radiating from the back around the chest.
",0
"Symptoms of lumbar spine pain are back pain felt while standing or sitting, pain from the waist radiating to the legs, pain in the muscles of the hips and legs, tingling in various parts of the legs, loss of sensation in the legs, progressive numbness in the legs, gradual weakening of the legs. Preventing loss of performance and eventual paralysis.
",0
"Treatment of chronic back pain:
In such long-term pain in the spine, the patient usually tries to get relief by taking painkillers. But regular and long-term use of painkillers can cause kidney problems. Besides, it is not a permanent solution. Therefore, neck, back and back pain should not be neglected and should be referred to a specialist doctor quickly.",0
"Treatment of chronic back pain:
If necessary, pain relief should be provided through operation or surgery.

Physiotherapy and exercise can also provide relief.

Nowadays laser treatment is used to treat spinal pain.",0
"Many people think that only elderly people get cataracts. This idea is not entirely correct. Some may develop cataracts at a young age due to diabetes, high blood pressure, or other illnesses. It can even happen to children.
",0
"Children can also be born with congenital cataracts. However, older people are more at risk of cataracts.
",0
"Cataract is one of the causes of blindness. Cataract is an eye disease in which the lens of the eye gradually becomes cloudy or opaque. Cataract is the clouding of the lens of the eye. Because of this, the protein or crystalline structure of the lens is destroyed. As a result, eyesight decreases.
",0
"Why are cataracts in the eyes?
There are two types of cataracts. Congenital and acquired. If a woman is exposed to X-rays or other radiation during the first three months of pregnancy, her baby is at risk of developing cataracts. Those who work in welding can also get cataracts.",0
"Cataracts can occur due to:

Due to old age

Long term diabetes",0
"Cataracts can occur due to:

Frequent eye inflammation

Long-term use of steroids",0
"Cataracts can occur due to:

Eye injury

Addiction to smoking and drinking and

hereditary reasons.",0
"Cataract symptoms:

gradual loss of vision;

Discoloration of the lens of the eye;

Eye injury",0
"Cataract symptoms:

Tearing from the eyes when exposed to light;

Difficulty recognizing colors;",0
"Cataract symptoms:

seeing rainbows around lights;

Eyes closing in light etc.",0
The definitive treatment for cataracts is surgery. Cataracts cannot be completely cured with medication.,0
"If there is no particular problem with the retina and vitreous of the cataract eye, then it is possible to restore the vision through surgery.",0
"Many people think that if the cataract is not big or if a certain period of time has not passed, it is not right to do the surgery. This is a complete misconception.",0
"When cataract surgery is necessary, the doctor will determine the patient's cataract examination. If it is too late it can cause complications like loss of vision.
",0
"There are different methods of cataract surgery. Currently, phacoemulsification or artificial lens is implanted in the patient's eye by removing the cataract through a special device.
",0
"Most of the people who die from cancer around the world die from stomach cancer or gastric cancer. Stomach cancer is the third leading cause of cancer death. However, if the disease is diagnosed at an early stage, the risk of death can be reduced to a large extent.
",0
"In many cases, the initial symptoms of stomach cancer are thought to be peptic ulcer pain. As a result, he hesitated to consult a doctor. Therefore, in most cases, patients with stomach cancer come to the doctor after the cancer reaches a critical stage.
",0
"In the early stages there may be no symptoms at all. However, sudden loss of appetite, nausea, fullness after eating little food, weight loss for no reason, upper abdominal pain, repeated vomiting, anemia and weakness, vomiting blood or black stools, feeling of wheels in the upper abdomen, etc. can be any of the symptoms of stomach cancer. .
",0
"Cancer of the surface of the stomach can sometimes also affect the esophagus, in which case the patient may have difficulty swallowing food or feel that food is stuck in the back of the chest.
",0
"Causes of stomach cancer:
 Smoking or drinking.

obesity",0
"Causes of stomach cancer:
 Helicobacter pylori infection.

 Prior stomach surgery.",0
"Causes of stomach cancer:
Lack of fresh fruits and vegetables in the diet.

Consuming processed foods, added salt, grilled or burnt foods.",0
"Causes of stomach cancer:
Adenomatous polyp of stomach.

History of cancer in close blood relatives.",0
"Causes of stomach cancer:
Some genetic mutations (CDH1).

 Lack of vitamins, mainly vitamins A, C.",0
"Stomach Cancer Treatment:

Stomach cancer can be prevented by making dietary and lifestyle changes.

 Eat fresh fruits and vegetables regularly.",0
"Stomach Cancer Treatment:

Exercise and keep weight under control.

Helicobacter pylori infection should be eradicated.",0
"Stomach Cancer Treatment:

 Avoid smoking or drinking alcohol.

If the mentioned symptoms appear, do not take gastric medicine yourself but consult a doctor.",0
"A rapid diagnosis is usually possible with endoscopy. Later, a CT scan of the abdomen was used to determine the spread of the disease. Treatment depends on the staging or spread of the disease.
",0
"90 percent of cancer patients can be cured by surgery if the disease is detected in the early stages. However, if the disease is very advanced, it becomes difficult to keep the patient alive for a long time even after surgery or chemotherapy.
",0
"Radiotherapy or radiation therapy is a widely used treatment method for cancer treatment. Doctors recommend this therapy based on the type of cancer. It kills cancer cells.
",0
"It is seen that 60 to 70 percent of cancer patients require radiotherapy at some point.
",0
"Radiation therapy uses high-energy radiation to damage the DNA of cancer cells and impair their ability to divide and grow. This therapy is given using a modern device called linear accelerator. X-rays can kill cancer cells and shrink tumors due to high energy emission.
",0
"There are many misconceptions and fears about radiation therapy among patients. But this therapy does not cause any pain in the patient's body. It can be said, much like an X-ray. Its duration is determined depending on the condition of the patient.
",0
"In many cases, radiation therapy causes damage to healthy cells, but it is not permanent. This therapy is applied by targeting only the necessary points. Also, non-cancerous cells can recover from radiation therapy.
",0
"Side effects of radiation therapy:

Some side effects like weight loss, dry mouth, loss of appetite may occur. In this case, the doctor gives the necessary advice and after discussing with the nutritionist, prepares a food list and has to follow it.",0
"Radiotherapy can be used at different stages. For example, to reduce the symptoms of late-stage cancer, as the main treatment for cancer, to reduce the size of a tumor before surgery, to eliminate residual cancer cells after surgery.
",0
"Radiotherapy is given to different parts of the body to treat different types of cancer. The main treatment for mouth and throat cancer is radiotherapy. Breast cancer also requires radiation.
",0
"Initially it was treated with deep X-ray therapy. Now modern linear accelerator based treatment is completely different. Tumor treatment in this new method is done as follows; Also protects normal cells.
",0
"আগেরেডিয়েশন থেরাপির পর ত্বক দেখলে মনে হতো ঝলসে গেছে। তবে নতুন প্রযুক্তিতে ত্বকের ক্ষতি না করে থেরাপি দেওয়া হয়। দেশের অনেক হাসপাতাল ও ক্লিনিকে উন্নত প্রযুক্তির যন্ত্র রয়েছে। তবে থেরাপি দিতে হবে অভিজ্ঞ রেডিয়েশন অনকোলজিস্টদের দিয়ে।
",0
"Feeling weak, tired or fatigued? Feeling uninterested all the time, dizzy too? You have never been tired of working for so long, are you panting to do it these days? There could be many reasons for this, but the first thing to do is to see if you are suffering from anemia. Because, in our country, especially girls, this problem is very well known.
",0
"Anemia caused by iron deficiency is an easily treatable disease. Iron deficiency can occur if iron-rich foods are not in the diet.
",0
"Eating at the right time is another important habit. Its importance should be understood from childhood. While choosing food, emphasis should be placed on whether the food is healthy or not.
",0
"Too much salty food can cause inflammation of the esophagus and stomach. Eating food in unsanitary environment can lead to worm infection.
",0
"Bleeding from any site such as piles or bowel complications or heavy bleeding during menstruation or prolonged periods are major causes of anemia.
",0
"If someone has a history of rapid weight loss with anemia and feels a lump anywhere in the body, it is important to seek medical attention immediately.
",0
"The cause of anemia should be found by knowing the level of hemoglobin, the amount of iron deficiency in the body. To identify the problem, the doctor himself will see the patient, if necessary, some tests will be done.
",0
